,Unnamed: 0,Address,City,State,Lat,Lon,Full Address
632,632,2112 Highway 71,Marianna,FL,30.7189192,-85.18378927,2112 Highway 71 Marianna FL
633,633,28186 Tamiami Tr.,Bonita Springs,FL,26.32801654,-81.80638789,28186 Tamiami Tr. Bonita Springs FL
634,634,116 W Merritt Island Cswy,Merritt Island,FL,28.35723767,-80.70152872,116 W Merritt Island Cswy Merritt Island FL
635,635,1000 Ne 163rd St,Miami,FL,25.92649176,-80.17987927,1000 Ne 163rd St Miami FL
636,636,11205 Sw 152nd St,Miami,FL,25.62812019,-80.37541802,11205 Sw 152nd St Miami FL
637,637,12960 Sw 89th Ave,Miami,FL,25.6491915,-80.33870867,12960 Sw 89th Ave Miami FL
638,638,1501 Nw 20th St,Miami,FL,25.79501306,-80.22159558,1501 Nw 20th St Miami FL
639,639,1695 Nw 103rd St,Miami,FL,25.86897969,-80.22580752,1695 Nw 103rd St Miami FL
640,640,20690 Nw 2nd Ave,Miami,FL,25.9652622,-80.20638842,20690 Nw 2nd Ave Miami FL
641,641,2417 N Miami Ave,Miami,FL,25.80021,-80.1947,2417 N Miami Ave Miami FL
642,642,2490 Nw 79th St,Miami,FL,25.84581712,-80.23932861,2490 Nw 79th St Miami FL
643,643,385 Ne 79th St.,Miami,FL,25.848037,-80.189301,385 Ne 79th St. Miami FL
644,644,5534 Nw 7th Ave,Miami,FL,25.82610776,-80.20846448,5534 Nw 7th Ave Miami FL
645,645,5600 Nw 7th St,Miami,FL,25.77744502,-80.28650689,5600 Nw 7th St Miami FL
646,646,626 S Miami Ave,Miami,FL,25.767825,-80.193587,626 S Miami Ave Miami FL
647,647,645 Nw 5 Ave,Miami,FL,25.78049205,-80.20280214,645 Nw 5 Ave Miami FL
648,648,6800 Sw 8th St.,Miami,FL,25.76271445,-80.30627247,6800 Sw 8th St. Miami FL
649,649,"7050 Ne 2nd Ave,",Miami,FL,25.83994325,-80.19274786,"7050 Ne 2nd Ave, Miami FL"
650,650,955 Alton Road,Miami,FL,25.78030855,-80.14047478,955 Alton Road Miami FL
651,651,2496 Blanding Blvd,Middleburg,FL,30.07099706,-81.86580181,2496 Blanding Blvd Middleburg FL
652,652,11899 Collier Blvd,Naples,FL,26.18772776,-81.68768599,11899 Collier Blvd Naples FL
653,653,27101 S Dixie Hwy,Naranja,FL,25.51478672,-80.43052651,27101 S Dixie Hwy Naranja FL
654,654,524 Atlantic Blvd,Neptune Beach,FL,30.3240884,-81.4013943,524 Atlantic Blvd Neptune Beach FL
655,655,3191 Highway 44,New Smyrna Beach,FL,29.0132827,-80.9933883,3191 Highway 44 New Smyrna Beach FL
656,656,12100 Nw 7th Ave,North Miami,FL,25.88583366,-80.21101347,12100 Nw 7th Ave North Miami FL
657,657,14920 Tamiami Trail,North Port,FL,27.03882424,-82.22366688,14920 Tamiami Trail North Port FL
658,658,1300 East Commercial Boulevard,Oakland Park,FL,26.1885986,-80.12981188,1300 East Commercial Boulevard Oakland Park FL
659,659,801 N Congress Avenue - Suite 681,Boynton Beach,FL,26.53593605,-80.09511087,801 N Congress Avenue - Suite 681 Boynton Beach FL
660,660,1713 S Pine Ave,Ocala,FL,29.17133138,-82.13955888,1713 S Pine Ave Ocala FL
661,661,2175 Sw Highway 484,Ocala,FL,29.02600482,-82.16140451,2175 Sw Highway 484 Ocala FL
662,662,3420 West Silver Springs Blvd.,Ocala,FL,29.18583329,-82.18005818,3420 West Silver Springs Blvd. Ocala FL
663,663,10923 W. Colonial Drive,Ocoee,FL,28.55214528,-81.54101356,10923 W. Colonial Drive Ocoee FL
664,664,822 Nw Park St,Okeechobee,FL,27.243238,-80.820634,822 Nw Park St Okeechobee FL
665,665,2561 Enterprise Rd,Orange City,FL,28.91748507,-81.2946046,2561 Enterprise Rd Orange City FL
666,666,430 Blanding Blvd,Orange Park,FL,30.1620173,-81.74791505,430 Blanding Blvd Orange Park FL
667,667,1035 Lee Rd,Orlando,FL,28.60617944,-81.39625407,1035 Lee Rd Orlando FL
668,668,12001 East Colonial Road,Orlando,FL,28.56678753,-81.20305675,12001 East Colonial Road Orlando FL
669,669,12131 S Orange Blossom Trl,Orlando,FL,28.38948073,-81.40398616,12131 S Orange Blossom Trl Orlando FL
670,670,1506 Mccoy Road,Orlando,FL,28.45054263,-81.35993418,1506 Mccoy Road Orlando FL
671,671,2663 N Hiawassee Rd,Orlando,FL,28.57938646,-81.47558274,2663 N Hiawassee Rd Orlando FL
672,672,3981 Columbia St,Orlando,FL,28.52733267,-81.42582427,3981 Columbia St Orlando FL
673,673,45 N Orange Blossom Trl,Orlando,FL,28.5436776,-81.397009,45 N Orange Blossom Trl Orlando FL
674,674,4547 South Semoran Blvd,Orlando,FL,28.49778875,-81.30941477,4547 South Semoran Blvd Orlando FL
675,675,5245 W Colonial Dr,Orlando,FL,28.55284188,-81.45195174,5245 W Colonial Dr Orlando FL
676,676,5700 Lake Underhill Rd,Orlando,FL,28.53870521,-81.31012701,5700 Lake Underhill Rd Orlando FL
677,677,5760 S Orange Blossom Trl,Orlando,FL,28.47470346,-81.3972631,5760 S Orange Blossom Trl Orlando FL
678,678,6151 North Orange Blossom Trail,Orlando,FL,28.61186087,-81.42988343,6151 North Orange Blossom Trail Orlando FL
679,679,6725 W Sand Lake Rd,Orlando,FL,28.4503202,-81.469302,6725 W Sand Lake Rd Orlando FL
680,680,8001 S Orange Blossom Trail Fc04,Orlando,FL,28.4471298,-81.39384952,8001 S Orange Blossom Trail Fc04 Orlando FL
681,681,230 West Mitchell Hammock Road,Oviedo,FL,28.6551641,-81.21193213,230 West Mitchell Hammock Road Oviedo FL
682,682,4541 Hwy 90,Pace,FL,30.60194155,-87.16200104,4541 Hwy 90 Pace FL
683,683,175 South Highway 17 E,Palatka,FL,29.644513,-81.604661,175 South Highway 17 E Palatka FL
684,684,710 S State Road 19,Palatka,FL,29.64246195,-81.67649552,710 S State Road 19 Palatka FL
685,685,6130 State Hwy 100 E,Palm Coast,FL,29.4766873,-81.1771327,6130 State Hwy 100 E Palm Coast FL
686,686,3390 1st St,Bradenton,FL,27.46999402,-82.56332758,3390 1st St Bradenton FL
687,687,1302 W Hwy 98,Panama City,FL,30.17555595,-85.68080431,1302 W Hwy 98 Panama City FL
688,688,2711 Highway 231 North,Panama City,FL,30.20143859,-85.62461319,2711 Highway 231 North Panama City FL
689,689,11401 Pines Blvd #490,Pembroke Pines,FL,26.01055977,-80.30452671,11401 Pines Blvd #490 Pembroke Pines FL
690,690,1450 N. University Drive,Pembroke Pines,FL,26.02085213,-80.24900833,1450 N. University Drive Pembroke Pines FL
691,691,2850 W 9 Mile Rd,Pensacola,FL,30.534967,-87.326538,2850 W 9 Mile Rd Pensacola FL
692,692,3411 N Pace Blvd,Pensacola,FL,30.44788874,-87.24017014,3411 N Pace Blvd Pensacola FL
693,693,350 E Nine Mile Rd,Pensacola,FL,30.53332707,-87.25855457,350 E Nine Mile Rd Pensacola FL
694,694,4511 Saufley Field Rd,Pensacola,FL,30.46069758,-87.30234235,4511 Saufley Field Rd Pensacola FL
695,695,6401 North 9th Ave,Pensacola,FL,30.49022665,-87.19580007,6401 North 9th Ave Pensacola FL
696,696,711 N Navy Blvd,Pensacola,FL,30.40015432,-87.27794957,711 N Navy Blvd Pensacola FL
697,697,814 E Cervantes St,Pensacola,FL,30.42329373,-87.20811595,814 E Cervantes St Pensacola FL
698,698,2161 S Byron Butler Pkwy,Perry,FL,30.09601394,-83.58185478,2161 S Byron Butler Pkwy Perry FL
699,699,5950 Park Blvd N,Pinellas Park,FL,27.8388532,-82.7151236,5950 Park Blvd N Pinellas Park FL
700,700,2005 S Frontage Rd,Plant City,FL,28.03590982,-82.10317806,2005 S Frontage Rd Plant City FL
701,701,201 W Alexander St,Plant City,FL,27.98842798,-82.12302285,201 W Alexander St Plant City FL
702,702,1046 Cypress Pkwy,Poinciana,FL,28.1463185,-81.4445875,1046 Cypress Pkwy Poinciana FL
703,703,3051 W Atlantic Blvd,Pompano Beach,FL,26.23172773,-80.16504858,3051 W Atlantic Blvd Pompano Beach FL
704,704,1678 Taylor Road,Port Orange,FL,29.10418631,-81.03459308,1678 Taylor Road Port Orange FL
705,705,190 Sw Port St Lucie Blvd,Port St Lucie,FL,27.27334617,-80.34824136,190 Sw Port St Lucie Blvd Port St Lucie FL
706,706,108 S Kings Ave,Brandon,FL,27.9365005,-82.2941824,108 S Kings Ave Brandon FL
707,707,9025 S. Us Highway 1,Port St. Lucie,FL,27.299984,-80.306207,9025 S. Us Highway 1 Port St. Lucie FL
708,708,24471 Sandhill Blvd.,Punta Gorda,FL,27.02255946,-82.04544918,24471 Sandhill Blvd. Punta Gorda FL
709,709,1302 West Jefferson Street,Quincy,FL,30.5884087,-84.5929141,1302 West Jefferson Street Quincy FL
710,710,10551 Big Bend Road,Riverview,FL,27.79155134,-82.33351132,10551 Big Bend Road Riverview FL
711,711,78 Blue Heron Blvd W,Riviera Beach,FL,26.783792,-80.05627534,78 Blue Heron Blvd W Riviera Beach FL
712,712,2660 S Hwy 17-92,Sanford,FL,28.77881708,-81.27524549,2660 S Hwy 17-92 Sanford FL
713,713,4658  State Route 46,Sanford,FL,28.81184616,-81.3442365,4658  State Route 46 Sanford FL
714,714,820 N Washington Blvd,Sarasota,FL,27.34332142,-82.53072025,820 N Washington Blvd Sarasota FL
715,715,2709 Us Hwy 27 S,Sebring,FL,27.47204901,-81.4467496,2709 Us Hwy 27 S Sebring FL
716,716,1118 W. Mlk Blvd,Seffner,FL,27.98106374,-82.29254203,1118 W. Mlk Blvd Seffner FL
717,717,11706 Tampa Gateway Blvd,Seffner,FL,28.00994774,-82.30107879,11706 Tampa Gateway Blvd Seffner FL
718,718,6800 Red Rd,South Miami,FL,25.707933,-80.285851,6800 Red Rd South Miami FL
719,719,3462 Baker Road,Acworth,GA,34.07626734,-84.65103158,3462 Baker Road Acworth GA
720,720,1401 S Slappey Blvd,Albany,GA,31.56108686,-84.17688466,1401 S Slappey Blvd Albany GA
721,721,37 Bob Head Street,Blairsville,GA,34.8769271,-83.9602264,37 Bob Head Street Blairsville GA
722,722,3189 Tucker Norcross Rd,Tucker,GA,33.88272979,-84.21936775,3189 Tucker Norcross Rd Tucker GA
723,723,3896 Lavista Rd,Tucker,GA,33.84404143,-84.25817585,3896 Lavista Rd Tucker GA
724,724,4750 Jonesboro Road,Union City,GA,33.56923322,-84.54254601,4750 Jonesboro Road Union City GA
725,725,"1765 Norman Drive Valdosta,",Valdosta,GA,30.840408,-83.317948,"1765 Norman Drive Valdosta, Valdosta GA"
726,726,2119 Bemiss Rd,Valdosta,GA,30.85906983,-83.28043319,2119 Bemiss Rd Valdosta GA
727,727,3101 E 1st St,Vidalia,GA,32.20452367,-82.36256404,3101 E 1st St Vidalia GA
728,728,1515 E Union St,Vienna,GA,32.08705761,-83.76584815,1515 E Union St Vienna GA
729,729,100 Hickory Level Road,Villa Rica,GA,33.71729,-84.93927,100 Hickory Level Road Villa Rica GA
730,730,2300 Watson Blvd,Warner Robins,GA,32.61871813,-83.66122219,2300 Watson Blvd Warner Robins GA
731,731,716 Lake Joy Rd.,Warner Robins,GA,32.55378601,-83.69075861,716 Lake Joy Rd. Warner Robins GA
732,732,744 Russell Pkwy,Warner Robins,GA,32.59432505,-83.63610267,744 Russell Pkwy Warner Robins GA
733,733,1610 South Georgia Parkway West,Waycross,GA,31.2092552,-82.3787841,1610 South Georgia Parkway West Waycross GA
734,734,2106 Memorial Drive,Waycross,GA,31.201031,-82.3294538,2106 Memorial Drive Waycross GA
735,735,534 S Liberty St,Waynesboro,GA,33.08908415,-82.01471814,534 S Liberty St Waynesboro GA
736,736,126 E May St,Winder,GA,33.98707628,-83.71598236,126 E May St Winder GA
737,737,30 Cook St,Blue Ridge,GA,34.87108496,-84.32525373,30 Cook St Blue Ridge GA
738,738,9490 Alabama Road (ga-92),Woodstock,GA,34.08534046,-84.53119066,9490 Alabama Road (ga-92) Woodstock GA
739,739,Ga Highway 53,Braselton,GA,34.1208953,-83.7637786,Ga Highway 53 Braselton GA
740,740,95 Us Hwy 27,Bremen,GA,33.68930842,-85.15000199,95 Us Hwy 27 Bremen GA
741,741,1817 Glynn Ave,Brunswick,GA,31.15703656,-81.47968381,1817 Glynn Ave Brunswick GA
742,742,3319 Altama Ave,Brunswick,GA,31.17784809,-81.49049254,3319 Altama Ave Brunswick GA
743,743,4933 New Jesup Hwy,Brunswick,GA,31.21594568,-81.51865397,4933 New Jesup Hwy Brunswick GA
744,744,2925 Buford Drive,Buford,GA,34.064705,-83.984115,2925 Buford Drive Buford GA
745,745,4455 Nelson Brogdon Blvd (ga Hwy 20),Buford,GA,34.098193,-84.015042,4455 Nelson Brogdon Blvd (ga Hwy 20) Buford GA
746,746,397 Us 84,Cairo,GA,30.884855,-84.203144,397 Us 84 Cairo GA
747,747,683 Hwy 53 East Se,Calhoun,GA,34.47417367,-84.92404424,683 Hwy 53 East Se Calhoun GA
748,748,540 Riverstone Parkway,Canton,GA,34.24405596,-84.48697515,540 Riverstone Parkway Canton GA
749,749,1517 South Highway 27,Carrollton,GA,33.54945541,-85.0740635,1517 South Highway 27 Carrollton GA
750,750,3343 Old Milton Pkwy,Alpharetta,GA,34.06765638,-84.26314472,3343 Old Milton Pkwy Alpharetta GA
751,751,603 Martin Luther King Jr Drive,Cartersville,GA,34.17628195,-84.78542278,603 Martin Luther King Jr Drive Cartersville GA
752,752,981 Cassville White Rd Ne,Cartersville,GA,34.27397001,-84.80776336,981 Cassville White Rd Ne Cartersville GA
753,753,302 N Main Street,Cedartown,GA,34.01761739,-85.25329342,302 N Main Street Cedartown GA
754,754,8816 Us 301,Claxton,GA,32.18089766,-81.89096986,8816 Us 301 Claxton GA
755,755,6125 Old National Hwy,College Park,GA,33.58783123,-84.46975539,6125 Old National Hwy College Park GA
756,756,2340 Wynnton Rd,Columbus,GA,32.4708348,-84.95712763,2340 Wynnton Rd Columbus GA
757,757,4236 Buena Vista Rd,Columbus,GA,32.464323,-84.9213,4236 Buena Vista Rd Columbus GA
758,758,4501 River Rd,Columbus,GA,32.50759648,-84.98213842,4501 River Rd Columbus GA
759,759,6801 Flat Rock Rd,Columbus,GA,32.542822,-84.874462,6801 Flat Rock Rd Columbus GA
760,760,30463 Us-441,Commerce,GA,34.260194,-83.465039,30463 Us-441 Commerce GA
761,761,1638 Highway 138 Se,Conyers,GA,33.6468159,-84.01254067,1638 Highway 138 Se Conyers GA
762,762,525 Old Historic Us-441,Cornelia,GA,34.5440557,-83.5459524,525 Old Historic Us-441 Cornelia GA
763,763,3248 Highway 278,Covington,GA,33.6026266,-83.8553157,3248 Highway 278 Covington GA
764,764,985 Market Place Blvd,Cumming,GA,34.18439066,-84.13225665,985 Market Place Blvd Cumming GA
765,765,1145 East Lamar Street,Americus,GA,32.071115,-84.217793,1145 East Lamar Street Americus GA
766,766,1247 N Glenwood Avenue,Dalton,GA,34.79321517,-84.96263309,1247 N Glenwood Avenue Dalton GA
767,767,429 Power Center Drive,Dawsonville,GA,34.3588645,-84.04189626,429 Power Center Drive Dawsonville GA
768,768,2578 Candler Rd,Decatur,GA,33.71460981,-84.2724055,2578 Candler Rd Decatur GA
769,769,2665 Wesley Chapel Rd,Decatur,GA,33.70966719,-84.21843035,2665 Wesley Chapel Rd Decatur GA
770,770,3506 Memorial Dr,Decatur,GA,33.75411604,-84.26966817,3506 Memorial Dr Decatur GA
771,771,5220 Buford Highway,Doraville,GA,33.89563,-84.28347,5220 Buford Highway Doraville GA
772,772,5753 Fairburn Rd,Douglasville,GA,33.75173407,-84.72246531,5753 Fairburn Rd Douglasville GA
773,773,9541 Highway 5,Douglasville,GA,33.72398437,-84.76285383,9541 Highway 5 Douglasville GA
774,774,1101 Brookhaven Drive,Dublin,GA,32.54601,-82.93667,1101 Brookhaven Drive Dublin GA
775,775,1635 Pleasant Hill Rd,Duluth,GA,33.94610487,-84.12642417,1635 Pleasant Hill Rd Duluth GA
776,776,4280 Pleasant Hill Rd.,Duluth,GA,34.006076,-84.17425082,4280 Pleasant Hill Rd. Duluth GA
777,777,100 E Walnut St,Eatonton,GA,33.32434567,-83.38681962,100 E Walnut St Eatonton GA
778,778,2990 Anvil Block Road,Ellenwood,GA,33.63430538,-84.29170631,2990 Anvil Block Road Ellenwood GA
779,779,242 Banks Xing,Fayetteville,GA,33.46958346,-84.4466372,242 Banks Xing Fayetteville GA
780,780,1125 Prince Ave,Athens,GA,33.96192905,-83.39571671,1125 Prince Ave Athens GA
781,781,130 Mcclung Road,Athens,GA,33.9972687,-83.337039,130 Mcclung Road Athens GA
782,782,3160 Atlanta Highway,Athens,GA,33.94183179,-83.44617965,3160 Atlanta Highway Athens GA
783,783,3474 Winder Hwy,Flowery Branch,GA,34.21645,-83.86166,3474 Winder Hwy Flowery Branch GA
784,784,(military Post Access Required) 2650 Dixie Road,Fort Benning,GA,32.35214226,-84.95609139,(military Post Access Required) 2650 Dixie Road Fort Benning GA
785,785,(military Post Access Required) 3rd Ave,Fort Gordon,GA,33.40956777,-82.13700534,(military Post Access Required) 3rd Ave Fort Gordon GA
786,786,"(military Post Access Required) A.a.f.e.s Bldg, 703 Gulick Ave",Ft Stewart,GA,31.87701467,-81.62255031,"(military Post Access Required) A.a.f.e.s Bldg, 703 Gulick Ave Ft Stewart GA"
787,787,821 Jesse Jewell Pkwy Sw,Gainesville,GA,34.29110335,-83.83097665,821 Jesse Jewell Pkwy Sw Gainesville GA
788,788,4818 Augusta Road,Garden City,GA,32.1097183,-81.1596298,4818 Augusta Road Garden City GA
789,789,105 Lite-n-tie Rd.,Gray,GA,32.99842071,-83.55460733,105 Lite-n-tie Rd. Gray GA
790,790,1411 Georgia Highway 16 W,Griffin,GA,33.2479225,-84.28762849,1411 Georgia Highway 16 W Griffin GA
791,791,422 Lewiston Rd,Grovetown,GA,33.4913162,-82.19870454,422 Lewiston Rd Grovetown GA
792,792,72 E Franklin St,Hartwell,GA,34.352426,-82.928202,72 E Franklin St Hartwell GA
793,793,1211 Moreland Ave Se,Atlanta,GA,33.72154177,-84.34979797,1211 Moreland Ave Se Atlanta GA
794,794,2767 Clairmont Rd Ne,Atlanta,GA,33.83789812,-84.31159725,2767 Clairmont Rd Ne Atlanta GA
795,795,3349 Mlk Jr Dr,Atlanta,GA,33.75487331,-84.4973322,3349 Mlk Jr Dr Atlanta GA
796,796,3519 Camp Creek Pkwy,Atlanta,GA,33.6555706,-84.50052841,3519 Camp Creek Pkwy Atlanta GA
797,797,4555 Roswell Rd,Atlanta,GA,33.87953049,-84.37935577,4555 Roswell Rd Atlanta GA
798,798,515 Lee St Sw,Atlanta,GA,33.74090023,-84.41449321,515 Lee St Sw Atlanta GA
799,799,610 Cascade Ave Sw,Atlanta,GA,33.73825439,-84.43447102,610 Cascade Ave Sw Atlanta GA
800,800,683 Boulevard Ne,Atlanta,GA,33.77321142,-84.37075798,683 Boulevard Ne Atlanta GA
801,801,839 Cleveland Avenue Sw,Atlanta,GA,33.68166152,-84.4161747,839 Cleveland Avenue Sw Atlanta GA
802,802,Hartsfield-jackson Atlanta  Intl Airport,Atlanta,GA,33.64094925,-84.41495514,Hartsfield-jackson Atlanta  Intl Airport Atlanta GA
803,803,Hartsfield-jackson Atlanta Airport Concourse D,Atlanta,GA,33.64074215,-84.42930926,Hartsfield-jackson Atlanta Airport Concourse D Atlanta GA
804,804,Hartsfield-jackson Atlanta Intl Airport,Atlanta,GA,33.64077568,-84.44469185,Hartsfield-jackson Atlanta Intl Airport Atlanta GA
805,805,68 West Coffee Street,Hazlehurst,GA,31.8768816,-82.59632763,68 West Coffee Street Hazlehurst GA
806,806,2491 Tobacco Road,Hephzibah,GA,33.37707152,-82.07044118,2491 Tobacco Road Hephzibah GA
807,807,615 E Oglethorpe Ave (state Rd 84),Hinesville,GA,31.85067973,-81.58361789,615 E Oglethorpe Ave (state Rd 84) Hinesville GA
808,808,5329 Wendy Bagwell Pkwy,Hiram,GA,33.88718372,-84.73969263,5329 Wendy Bagwell Pkwy Hiram GA
809,809,1860 Highway 53 West,Jasper,GA,34.46554946,-84.46196682,1860 Highway 53 West Jasper GA
810,810,401 N 1st St,Jesup,GA,31.614125,-81.877899,401 N 1st St Jesup GA
811,811,6553 Tara Blvd,Jonesboro,GA,33.5754005,-84.3726682,6553 Tara Blvd Jonesboro GA
812,812,1430 Ernest Barrett Pkwy,Kennesaw,GA,33.99558199,-84.59236239,1430 Ernest Barrett Pkwy Kennesaw GA
813,813,1105 E King Ave,Kingsland,GA,30.7940676,-81.6661397,1105 E King Ave Kingsland GA
814,814,1511 Lafayette Parkway,Lagrange,GA,33.0428667,-84.978737,1511 Lafayette Parkway Lagrange GA
815,815,2802 Wrightsboro Rd,Augusta,GA,33.4686004,-82.03258632,2802 Wrightsboro Rd Augusta GA
816,816,3209 Deans Bridge Rd,Augusta,GA,33.42182202,-82.06417215,3209 Deans Bridge Rd Augusta GA
817,817,450 Walton Way,Augusta,GA,33.46549919,-81.96232463,450 Walton Way Augusta GA
818,818,6901 Lake Park Bellville Rd,Lake Park,GA,30.64395389,-83.18748554,6901 Lake Park Bellville Rd Lake Park GA
819,819,290 Grayson Hwy,Lawrenceville,GA,33.94477359,-83.9842525,290 Grayson Hwy Lawrenceville GA
820,820,4123 Lawrenceville Hwy Nw,Lilburn,GA,33.90399986,-84.11841231,4123 Lawrenceville Hwy Nw Lilburn GA
821,821,4865 Stone Mountain Hwy,Lilburn,GA,33.8271894,-84.09694147,4865 Stone Mountain Hwy Lilburn GA
822,822,608 Thornton Rd,Lithia Springs,GA,33.78934937,-84.62169713,608 Thornton Rd Lithia Springs GA
823,823,3001 Panola Rd,Lithonia,GA,33.70006661,-84.17309859,3001 Panola Rd Lithonia GA
824,824,290 Lee Byrd Rd,Loganville,GA,33.83336548,-83.88135311,290 Lee Byrd Rd Loganville GA
825,825,102 Us Highway 1 Byp S,Louisville,GA,33.0043378,-82.3963076,102 Us Highway 1 Byp S Louisville GA
826,826,2120 Lovejoy Road,Lovejoy,GA,33.441051,-84.3222265,2120 Lovejoy Road Lovejoy GA
827,827,6077 Mableton Pkwy Sw,Mableton,GA,33.80585614,-84.56924119,6077 Mableton Pkwy Sw Mableton GA
828,828,3246 Mercer University Dr,Macon,GA,32.82236592,-83.68352699,3246 Mercer University Dr Macon GA
829,829,"5590 Thomaston Rd Macon,",Macon,GA,32.8337995,-83.74466606,"5590 Thomaston Rd Macon, Macon GA"
830,830,742 Shurling Dr,Macon,GA,32.86003436,-83.61246896,742 Shurling Dr Macon GA
831,831,1830 E West Connector,Austell,GA,33.85449676,-84.6064549,1830 E West Connector Austell GA
832,832,2021 Eatonton Rd,Madison,GA,33.5517366,-83.47515282,2021 Eatonton Rd Madison GA
833,833,1101 Powder Springs St,Marietta,GA,33.9260253,-84.5713882,1101 Powder Springs St Marietta GA
834,834,159 Cobb Pkwy S,Marietta,GA,33.94832791,-84.5185997,159 Cobb Pkwy S Marietta GA
835,835,2691 Windy Hill Rd Se,Marietta,GA,33.90143165,-84.47671354,2691 Windy Hill Rd Se Marietta GA
836,836,431 S Belair Rd,Martinez,GA,33.48422071,-82.13288898,431 S Belair Rd Martinez GA
837,837,908 Old Industrial Boulevard,Mcdonough,GA,33.4294455,-84.1792859,908 Old Industrial Boulevard Mcdonough GA
838,838,2401 N Columbia St,Milledgeville,GA,33.1100242,-83.2548477,2401 N Columbia St Milledgeville GA
839,839,315 Highway 25 North,Millen,GA,32.80423885,-81.94961456,315 Highway 25 North Millen GA
840,840,955 E Spring St,Monroe,GA,33.80143864,-83.70075345,955 E Spring St Monroe GA
841,841,1435 Hwy 34,Newnan,GA,33.39867046,-84.73162737,1435 Hwy 34 Newnan GA
842,842,7050 Jimmy Carter Blvd,Norcross,GA,33.94782217,-84.24095676,7050 Jimmy Carter Blvd Norcross GA
843,843,1508 Sam Nunn Boulevaard,Perry,GA,32.47403976,-83.7458906,1508 Sam Nunn Boulevaard Perry GA
844,844,1412 Tallahassee Hwy,Bainbridge,GA,30.885729,-84.566027,1412 Tallahassee Hwy Bainbridge GA
845,845,1022 Us-80,Pooler,GA,32.12184,-81.26438,1022 Us-80 Pooler GA
846,846,4401 Us Highway 17,Richmond Hill,GA,31.9253619,-81.3327827,4401 Us Highway 17 Richmond Hill GA
847,847,362 S Columbia Ave,Rincon,GA,32.2797384,-81.23084054,362 S Columbia Ave Rincon GA
848,848,6717 Highway 85,Riverdale,GA,33.57156941,-84.41310466,6717 Highway 85 Riverdale GA
849,849,(military Post Access Required) 982 Macon St,Robins Afb,GA,32.59804933,-83.58197599,(military Post Access Required) 982 Macon St Robins Afb GA
850,850,100 Felton Dr.,Rockmart,GA,34.0105606,-85.0394572,100 Felton Dr. Rockmart GA
851,851,1603 Turner Mccall Blvd,Rome,GA,34.24511359,-85.16085574,1603 Turner Mccall Blvd Rome GA
852,852,2436 Shorter Ave,Rome,GA,34.27240088,-85.2362879,2436 Shorter Ave Rome GA
853,853,10777 Alpharetta Hwy,Roswell,GA,34.04185124,-84.34117961,10777 Alpharetta Hwy Roswell GA
854,854,(military Post Access Required) 931b Duncan Avenue,Savannah,GA,32.02811954,-81.12670749,(military Post Access Required) 931b Duncan Avenue Savannah GA
855,855,2060 E Victory Dr,Savannah,GA,32.04222191,-81.06528283,2060 E Victory Dr Savannah GA
856,856,2514 Bull St,Savannah,GA,32.05320273,-81.10153102,2514 Bull St Savannah GA
857,857,605 Martin Luther King Jr Blvd,Savannah,GA,32.07058964,-81.10144533,605 Martin Luther King Jr Blvd Savannah GA
858,858,95 Fischer Crossing Boulevard Road,Sharpsburg,GA,33.3979835,-84.6210784,95 Fischer Crossing Boulevard Road Sharpsburg GA
859,859,600 W Parker St,Baxley,GA,31.782093,-82.358174,600 W Parker St Baxley GA
860,860,3350 S Cobb Dr Se,Smyrna,GA,33.8717364,-84.52965773,3350 S Cobb Dr Se Smyrna GA
861,861,2330 Ronald Reagan Pkwy,Snellville,GA,33.87286255,-84.01601201,2330 Ronald Reagan Pkwy Snellville GA
862,862,536 Fair Rd,Statesboro,GA,32.43306762,-81.78061928,536 Fair Rd Statesboro GA
863,863,5557 N Henry Blvd,Stockbridge,GA,33.55253703,-84.25895561,5557 N Henry Blvd Stockbridge GA
864,864,4815 Redan Rd,Stone Mountain,GA,33.76088999,-84.19518403,4815 Redan Rd Stone Mountain GA
865,865,Mountain Industrial Blvd & Greer Circle,Stone Mountain,GA,33.8313522,-84.1981582,Mountain Industrial Blvd & Greer Circle Stone Mountain GA
866,866,2725 Farmstead Way,Suwanee,GA,34.09140645,-84.17023006,2725 Farmstead Way Suwanee GA
867,867,323 S Main St,Swainsboro,GA,32.59162408,-82.32898569,323 S Main St Swainsboro GA
868,868,1013 Us-19 North,Thomaston,GA,32.92037408,-84.33458452,1013 Us-19 North Thomaston GA
869,869,2865 E. Pinetree Blvd.,Thomasville,GA,30.85375425,-83.95179052,2865 E. Pinetree Blvd. Thomasville GA
870,870,651 Main St,Thomson,GA,33.4812269,-82.5061592,651 Main St Thomson GA
871,871,(military Post Access Required) Hickham Food Court Bldg 1232,Hickam Afb,HI,21.3421578,-157.9513661,(military Post Access Required) Hickham Food Court Bldg 1232 Hickam Afb HI
872,872,1515 Dillingham Blvd,Honolulu,HI,21.32504818,-157.8778206,1515 Dillingham Blvd Honolulu HI
873,873,4275 Radford Dr,Honolulu,HI,21.34910097,-157.930061,4275 Radford Dr Honolulu HI
874,874,645 Kapahulu Avenue,Honolulu,HI,21.2795938,-157.8138007,645 Kapahulu Avenue Honolulu HI
875,875,95-656 Lanikuhana Avenue,Mililani,HI,21.45322697,-158.0048315,95-656 Lanikuhana Avenue Mililani HI
